x-axis,1,2
second,Volt,Volt
-9.200000E-03,-87.165840E-03,+3.824699946E+00
-9.190800E-03,-147.467347E-03,+3.804599443E+00
-9.181600E-03,-87.165840E-03,+3.864900950E+00
-9.172400E-03,-46.964835E-03,+3.804599443E+00
-9.163200E-03,-87.165840E-03,+3.905101955E+00
-9.154000E-03,-87.165840E-03,+3.824699946E+00
-9.144800E-03,-87.165840E-03,+3.824699946E+00
-9.135600E-03,-87.165840E-03,+3.824699946E+00
-9.126400E-03,-87.165840E-03,+3.824699946E+00
-9.117200E-03,-87.165840E-03,+3.804599443E+00
-9.108000E-03,-46.964835E-03,+3.824699946E+00
-9.098800E-03,-107.266342E-03,+3.764398439E+00
-9.089600E-03,-87.165840E-03,+3.744297937E+00
-9.080400E-03,-26.864333E-03,+3.905101955E+00
-9.071200E-03,-127.366845E-03,+3.824699946E+00
-9.062000E-03,-127.366845E-03,+3.804599443E+00
-9.052800E-03,-87.165840E-03,+3.744297937E+00
-9.043600E-03,-87.165840E-03,+3.885001453E+00
-9.034400E-03,-46.964835E-03,+3.864900950E+00
-9.025200E-03,-87.165840E-03,+3.824699946E+00
-9.016000E-03,-6.763831E-03,+3.744297937E+00
-9.006800E-03,-87.165840E-03,+3.824699946E+00
-8.997600E-03,+4.937959734E+00,+3.784498941E+00
-8.988400E-03,+4.998261241E+00,+3.804599443E+00
-8.979200E-03,+4.897758730E+00,+3.905101955E+00
-8.970000E-03,+4.978160739E+00,+3.804599443E+00
-8.960800E-03,+5.018361744E+00,+3.864900950E+00
-8.951600E-03,+4.978160739E+00,+3.764398439E+00
-8.942400E-03,+5.058562748E+00,+3.744297937E+00
-8.933200E-03,+5.058562748E+00,+3.905101955E+00
-8.924000E-03,+4.978160739E+00,+3.744297937E+00
-8.914800E-03,+4.978160739E+00,+3.824699946E+00
-8.905600E-03,+4.897758730E+00,+3.824699946E+00
-8.896400E-03,+4.958060237E+00,+3.885001453E+00
-8.887200E-03,+4.978160739E+00,+3.784498941E+00
-8.878000E-03,+5.038462246E+00,+3.885001453E+00
-8.868800E-03,+4.897758730E+00,+3.824699946E+00
-8.859600E-03,+4.978160739E+00,+3.824699946E+00
-8.850400E-03,+4.937959734E+00,+3.824699946E+00
-8.841200E-03,+4.998261241E+00,+3.844800448E+00
-8.832000E-03,+5.058562748E+00,+3.905101955E+00
-8.822800E-03,+4.958060237E+00,+3.885001453E+00
-8.813600E-03,+4.937959734E+00,+3.744297937E+00
-8.804400E-03,+4.998261241E+00,+3.804599443E+00
