x-axis,1,2
second,Volt,Volt
-8.10000E-03,,
-8.08700E-03,,
-8.07400E-03,+23.58797E-03,+3.78972511E+00
-8.06100E-03,+8.51259E-03,+3.86510199E+00
-8.04800E-03,-51.78892E-03,+3.78972511E+00
-8.03500E-03,-1.53766E-03,+3.77464973E+00
-8.02200E-03,-122.14068E-03,+3.86510199E+00
-8.00900E-03,-46.76379E-03,+3.90027787E+00
-7.99600E-03,+4.93816078E+00,+81.18244E-03
-7.98300E-03,+4.98338691E+00,+5.80555E-03
-7.97000E-03,+4.93816078E+00,+10.83068E-03
-7.95700E-03,+5.06378892E+00,+176.65982E-03
-7.94400E-03,+4.93816078E+00,+5.80555E-03
-7.93100E-03,+4.93816078E+00,-4.24470E-03
-7.91800E-03,+5.09393967E+00,+91.23269E-03
-7.90500E-03,+4.93816078E+00,+86.20756E-03
-7.89200E-03,+4.86278389E+00,+5.80555E-03
-7.87900E-03,+4.93816078E+00,+5.80555E-03
-7.86600E-03,+4.85775877E+00,+81.18244E-03
-7.85300E-03,+4.97333666E+00,+5.80555E-03
-7.84000E-03,+5.01353766E+00,-69.57133E-03
-7.82700E-03,+4.97333666E+00,+86.20756E-03
-7.81400E-03,+5.01856279E+00,+10.83068E-03
-7.80100E-03,+5.01856279E+00,+40.98143E-03
-7.78800E-03,+5.01856279E+00,+10.83068E-03
-7.77500E-03,+5.00851254E+00,+40.98143E-03
-7.76200E-03,+4.86278389E+00,+81.18244E-03
-7.74900E-03,+4.93816078E+00,+96.25781E-03
-7.73600E-03,+4.94821103E+00,+91.23269E-03
-7.72300E-03,+4.98338691E+00,+5.80555E-03
-7.71000E-03,+4.94318590E+00,+10.83068E-03
-7.69700E-03,+4.97333666E+00,+86.20756E-03
-7.68400E-03,+5.01353766E+00,+81.18244E-03
-7.67100E-03,+4.97333666E+00,+5.80555E-03
-7.65800E-03,+4.86278389E+00,+10.83068E-03
-7.64500E-03,+5.01856279E+00,+5.80555E-03
-7.63200E-03,+4.93313565E+00,+81.18244E-03
-7.61900E-03,+4.97333666E+00,+121.38344E-03
-7.60600E-03,+4.85775877E+00,+86.20756E-03
-7.59300E-03,+4.94821103E+00,+76.15731E-03
-7.58000E-03,+4.94318590E+00,+81.18244E-03
-7.56700E-03,+4.97333666E+00,+5.80555E-03
-7.55400E-03,+5.01856279E+00,+10.83068E-03
-7.54100E-03,+4.98338691E+00,+61.08193E-03
-7.52800E-03,+5.01856279E+00,+5.80555E-03
-7.51500E-03,+4.98338691E+00,+40.98143E-03
